Shipment_ID,Customer_Name,Origin_City,Origin_State,Destination_City,Destination_State,Pickup_Date,Delivery_Date,Distance_Miles,Freight_Type,Status,Cost_USD,Revenue_USD,Fuel_Gallons,Deadhead_Miles
SHP0721,Ayala-Gutierrez,Houston,TX,Greensboro,NC,3/10/2025,3/10/2025,1929,Flatbed,Delayed,3192.94,3830.02,261.53,72
SHP0722,Medina-Duarte,Gulfport,MS,Shreveport,LA,5/25/2025,5/25/2025,797,Dry Van,On Time,1121.55,1322.65,134.30,107
SHP0723,Floyd-Bradley,Columbia,SC,Nashville,TN,3/1/2025,3/1/2025,1138,Refrigerated,On Time,1615.23,2142.84,174.40,134
SHP0724,"Howard, Brown and Bender",Orlando,FL,Fayetteville,AR,3/30/2025,3/30/2025,989,Flatbed,On Time,1337.99,1715.56,132.83,141
SHP0725,"Larson, Smith and Hendricks",Mobile,AL,Orlando,FL,7/15/2025,7/15/2025,148,Dry Van,Delayed,244.64,296.06,22.30,14
SHP0726,Clark-Henry,Nashville,TN,Mobile,AL,5/3/2025,5/3/2025,905,Flatbed,On Time,1614.39,2093.04,122.63,30
SHP0727,Harris Inc,Columbia,SC,Orlando,FL,6/17/2025,6/17/2025,1057,Flatbed,On Time,1295.82,1506.77,168.69,99
SHP0728,Carroll-Weaver,San Antonio,TX,Knoxville,TN,2/17/2025,2/17/2025,1125,Dry Van,On Time,2013.87,2628.95,191.81,46
SHP0729,White-Peters,New Orleans,LA,Little Rock,AR,5/26/2025,5/26/2025,567,Dry Van,Delayed,971.58,1352.68,76.31,44
SHP0730,Cox-Thomas,Fayetteville,AR,Augusta,GA,8/5/2025,8/5/2025,1993,Refrigerated,On Time,3575.89,4749.60,300.25,89
SHP0731,Campbell-Morris,Charlotte,NC,New Orleans,LA,4/24/2025,4/24/2025,1327,Dry Van,Delayed,2268.30,2834.23,191.60,75
SHP0732,"Hahn, Parker and Wood",Nashville,TN,Savannah,GA,6/30/2025,6/30/2025,1822,Flatbed,On Time,3278.95,3943.40,315.69,138
SHP0733,Williams Inc,New Orleans,LA,Greenville,SC,3/30/2025,3/30/2025,1544,Dry Van,On Time,2032.92,2487.13,230.83,39
SHP0734,"Riley, Warren and Murphy",Fayetteville,AR,Columbia,SC,5/29/2025,5/29/2025,505,Flatbed,On Time,887.11,1145.57,84.77,22
SHP0735,Wood-Kim,Charleston,SC,Shreveport,LA,4/13/2025,4/13/2025,1801,Flatbed,Delayed,2506.67,3341.03,313.43,57
SHP0736,Castro and Sons,Jackson,MS,Columbia,SC,6/30/2025,7/6/2025,495,Refrigerated,Delayed,881.49,1160.97,69.41,20
SHP0737,"Charles, Moore and Torres",New Orleans,LA,Dallas,TX,3/17/2025,3/17/2025,1593,Flatbed,On Time,2786.56,3888.34,219.91,86
SHP0738,Fields-Brown,Charleston,SC,Jackson,MS,7/29/2025,7/29/2025,554,Dry Van,Delayed,964.79,1272.47,98.32,75
SHP0739,Reed-Anderson,Baton Rouge,LA,Knoxville,TN,5/10/2025,5/10/2025,1763,Refrigerated,On Time,2237.51,2848.14,241.27,135
SHP0740,West-Miranda,Montgomery,AL,Charlotte,NC,3/16/2025,3/16/2025,1956,Flatbed,On Time,2695.83,3675.90,346.34,74
SHP0741,"Jones, Morris and Hughes",Tampa,FL,Fayetteville,AR,7/24/2025,7/24/2025,473,Flatbed,On Time,576.04,799.28,67.68,40
SHP0742,Adams-Martin,Fayetteville,AR,San Antonio,TX,3/31/2025,4/5/2025,1234,Refrigerated,On Time,1972.27,2325.98,207.46,50
SHP0743,Martinez-Norris,Miami,FL,Knoxville,TN,7/28/2025,7/28/2025,716,Dry Van,On Time,982.18,1207.05,117.77,33
SHP0744,Simmons-Wong,Charleston,SC,Fayetteville,AR,5/12/2025,5/12/2025,1740,Dry Van,On Time,3078.43,3765.17,278.28,152
SHP0745,Simpson and Sons,Birmingham,AL,Raleigh,NC,4/24/2025,4/24/2025,568,Flatbed,On Time,946.24,1127.31,79.26,84
SHP0746,Herrera-Flowers,Montgomery,AL,Knoxville,TN,5/9/2025,5/9/2025,761,Refrigerated,On Time,1293.25,1669.77,120.42,91
SHP0747,Weiss-Robinson,Baton Rouge,LA,Dallas,TX,4/15/2025,4/15/2025,258,Flatbed,On Time,421.33,575.95,38.87,36
SHP0748,Conley-Taylor,Miami,FL,New Orleans,LA,5/4/2025,5/8/2025,748,Flatbed,Delayed,1249.77,1479.20,102.12,36
SHP0749,"Price, Young and Valentine",Gulfport,MS,Dallas,TX,4/29/2025,4/29/2025,726,Refrigerated,On Time,978.38,1223.62,101.26,73
SHP0750,"Thompson, Kirby and Bell",Jackson,MS,Greenville,SC,7/7/2025,7/7/2025,1207,Refrigerated,Cancelled,2154.57,2820.35,189.92,33
SHP0751,Maldonado Ltd,Augusta,GA,Houston,TX,7/9/2025,7/9/2025,268,Flatbed,On Time,324.09,387.34,48.23,35
SHP0752,Curry PLC,Augusta,GA,Charlotte,NC,7/8/2025,7/8/2025,1271,Dry Van,On Time,1948.98,2427.19,183.21,31
SHP0753,Le-Preston,Raleigh,NC,San Antonio,TX,5/19/2025,5/19/2025,466,Dry Van,Delayed,606.51,805.83,73.66,41
SHP0754,"Hughes, Griffin and James",San Antonio,TX,Nashville,TN,5/1/2025,5/1/2025,1887,Refrigerated,On Time,3151.01,3827.93,330.98,180
SHP0755,Hubbard Ltd,Knoxville,TN,Augusta,GA,8/1/2025,8/1/2025,1650,Refrigerated,On Time,2209.95,2724.71,263.36,56
SHP0756,Lewis-Chandler,Shreveport,LA,Augusta,GA,7/2/2025,7/2/2025,658,Refrigerated,On Time,1134.23,1587.71,94.05,83
SHP0757,Harrington Group,Nashville,TN,Gulfport,MS,7/31/2025,7/31/2025,352,Dry Van,On Time,540.50,657.21,54.40,46
SHP0758,"Short, Holmes and Rios",Fort Smith,AR,Houston,TX,5/9/2025,5/9/2025,840,Refrigerated,On Time,1338.94,1772.84,134.44,29
SHP0759,"Floyd, Bradley and Burns",Montgomery,AL,Houston,TX,4/16/2025,4/16/2025,180,Refrigerated,On Time,300.41,362.09,32.26,23
SHP0760,Norris-Harmon,Savannah,GA,Charleston,SC,3/16/2025,3/16/2025,336,Refrigerated,On Time,442.48,515.74,54.68,42
SHP0761,"Wilson, Logan and Richard",Baton Rouge,LA,Augusta,GA,8/2/2025,8/2/2025,1834,Flatbed,Delayed,3076.92,3961.81,305.23,55
SHP0762,Coleman PLC,Atlanta,GA,Mobile,AL,5/28/2025,5/28/2025,279,Flatbed,Delayed,343.21,468.43,40.37,9
SHP0763,Padilla-Allen,Houston,TX,Savannah,GA,5/26/2025,5/26/2025,1249,Dry Van,On Time,2229.94,3002.72,221.28,154
SHP0764,"Rodriguez, Hunter and Tucker",Savannah,GA,Mobile,AL,7/13/2025,7/13/2025,1584,Flatbed,On Time,2371.44,3131.49,237.71,176
SHP0765,"Booth, Crawford and Mcguire",Shreveport,LA,Greensboro,NC,3/1/2025,3/1/2025,1462,Flatbed,Delayed,2339.71,2888.87,248.64,100
SHP0766,Yates and Sons,Orlando,FL,Dallas,TX,5/18/2025,5/18/2025,618,Refrigerated,On Time,1092.82,1302.85,108.79,40
SHP0767,Adams Ltd,Columbia,SC,Atlanta,GA,5/22/2025,5/22/2025,840,Dry Van,On Time,1372.08,1766.73,120.11,100
SHP0768,Mata-White,Shreveport,LA,Fort Smith,AR,8/7/2025,8/7/2025,641,Dry Van,On Time,817.97,1021.71,95.01,14
SHP0769,Petty and Sons,Houston,TX,New Orleans,LA,3/7/2025,3/7/2025,294,Flatbed,On Time,504.86,659.35,53.30,15
SHP0770,Camacho and Sons,Knoxville,TN,Charlotte,NC,5/14/2025,5/14/2025,1735,Refrigerated,On Time,3071.40,3687.73,285.90,162
SHP0771,Robertson PLC,Miami,FL,Baton Rouge,LA,6/4/2025,6/6/2025,1070,Flatbed,On Time,1586.90,1884.46,164.51,137
SHP0772,Alexander-Higgins,Savannah,GA,Greensboro,NC,5/4/2025,5/4/2025,1064,Flatbed,On Time,1340.66,1631.91,169.29,53
SHP0773,Wheeler-Miller,Atlanta,GA,Hattiesburg,MS,7/4/2025,7/6/2025,246,Flatbed,On Time,315.47,419.51,40.13,31
SHP0774,Bowen-Thompson,Hattiesburg,MS,Birmingham,AL,6/14/2025,6/17/2025,1226,Refrigerated,Delayed,1544.11,1852.89,216.08,175
SHP0775,"Martin, Castro and Willis",Jackson,MS,Baton Rouge,LA,3/7/2025,3/7/2025,356,Dry Van,On Time,537.05,726.77,60.58,7
SHP0776,"Archer, Brady and Parrish",Atlanta,GA,Tampa,FL,6/24/2025,6/24/2025,1858,Flatbed,Delayed,3120.69,3797.65,310.86,207
SHP0777,Hudson PLC,Fayetteville,AR,San Antonio,TX,5/14/2025,5/14/2025,936,Refrigerated,On Time,1218.31,1576.99,137.53,103
SHP0778,"Dixon, Underwood and Rodriguez",Charleston,SC,Memphis,TN,7/16/2025,7/17/2025,788,Refrigerated,On Time,1038.16,1326.11,132.95,115
SHP0779,Taylor Inc,San Antonio,TX,Fort Smith,AR,2/21/2025,2/21/2025,502,Flatbed,On Time,677.53,934.96,79.79,51
SHP0780,"Sanchez, Clark and Gordon",Birmingham,AL,Baton Rouge,LA,3/17/2025,3/19/2025,260,Flatbed,Delayed,330.24,453.50,43.24,18
SHP0781,"Ware, Cooley and Leonard",San Antonio,TX,Shreveport,LA,6/17/2025,6/21/2025,816,Dry Van,On Time,1127.57,1319.52,116.79,82
SHP0782,"Jones, Williams and Smith",Miami,FL,Charleston,SC,6/20/2025,6/20/2025,1704,Refrigerated,On Time,2774.61,3204.62,252.18,38
SHP0783,"Sanchez, Nguyen and Craig",Charlotte,NC,Charleston,SC,3/15/2025,3/15/2025,1706,Refrigerated,Cancelled,2431.60,3387.44,287.13,110
SHP0784,Mooney-Rogers,Orlando,FL,San Antonio,TX,3/29/2025,3/29/2025,1181,Refrigerated,On Time,1693.87,2310.00,175.83,101
SHP0785,Hall-Hooper,Shreveport,LA,Columbia,SC,3/17/2025,3/17/2025,1429,Dry Van,On Time,2359.30,2827.86,222.58,187
SHP0786,Johnson-Thomas,Columbia,SC,Greensboro,NC,5/7/2025,5/11/2025,227,Dry Van,On Time,296.06,390.13,37.51,24
SHP0787,Sanchez-Boyd,Gulfport,MS,Raleigh,NC,4/20/2025,4/25/2025,844,Refrigerated,On Time,1495.94,1766.32,147.38,92
SHP0788,Reed-Nelson,Tampa,FL,Knoxville,TN,7/2/2025,7/8/2025,280,Dry Van,On Time,339.67,413.06,45.71,27
SHP0789,Rodriguez-Beltran,Memphis,TN,Charleston,SC,4/18/2025,4/18/2025,599,Refrigerated,On Time,801.93,1073.52,85.14,72
SHP0790,Coffey-Frederick,New Orleans,LA,Charleston,SC,4/29/2025,4/29/2025,907,Flatbed,On Time,1466.04,1714.72,131.13,124
SHP0791,Rios-Wolf,Dallas,TX,Augusta,GA,4/12/2025,4/12/2025,284,Dry Van,On Time,491.05,604.34,44.18,20
SHP0792,Houston LLC,Hattiesburg,MS,Nashville,TN,7/27/2025,7/27/2025,1270,Refrigerated,On Time,2036.20,2616.13,178.17,78
SHP0793,Melton and Sons,Tampa,FL,Gulfport,MS,6/15/2025,6/18/2025,334,Flatbed,On Time,551.12,643.93,47.88,25
SHP0794,Jones-Campbell,Greensboro,NC,Atlanta,GA,5/1/2025,5/1/2025,1430,Refrigerated,On Time,2110.44,2562.28,253.24,170
SHP0795,"Young, Weaver and Levine",Houston,TX,Tampa,FL,5/4/2025,5/4/2025,1276,Refrigerated,On Time,2037.16,2845.00,195.15,187
SHP0796,White-Mills,Baton Rouge,LA,Greensboro,NC,5/22/2025,5/22/2025,223,Dry Van,On Time,333.58,446.15,32.66,19
SHP0797,Walker Inc,San Antonio,TX,Greensboro,NC,6/17/2025,6/17/2025,1107,Refrigerated,On Time,1406.56,1778.43,199.25,156
SHP0798,Wagner PLC,Columbia,SC,Knoxville,TN,5/16/2025,5/20/2025,450,Flatbed,Delayed,588.14,741.20,61.86,65
SHP0799,Watts Ltd,Fayetteville,AR,Houston,TX,7/19/2025,7/19/2025,1792,Refrigerated,On Time,2428.73,3351.76,316.55,44
SHP0800,"Fleming, Ayala and Williams",Miami,FL,Savannah,GA,6/19/2025,6/23/2025,1170,Flatbed,Cancelled,1979.43,2568.35,205.21,83
SHP0801,"Porter, Smith and Diaz",Baton Rouge,LA,Nashville,TN,2/24/2025,2/24/2025,1885,Refrigerated,On Time,2792.54,3384.88,324.13,157
SHP0802,Davis Ltd,Atlanta,GA,Gulfport,MS,7/12/2025,7/12/2025,137,Refrigerated,On Time,172.99,237.22,20.65,7
SHP0803,Joseph LLC,Atlanta,GA,Fayetteville,AR,6/10/2025,6/10/2025,245,Flatbed,On Time,388.25,475.14,41.00,33
SHP0804,Rubio-Pace,Mobile,AL,Nashville,TN,4/14/2025,4/14/2025,548,Flatbed,On Time,862.30,1152.98,76.36,23
SHP0805,"Young, Johnson and Brown",Columbia,SC,San Antonio,TX,5/14/2025,5/19/2025,646,Flatbed,On Time,1109.98,1543.40,101.23,95
SHP0806,Mcgee and Sons,New Orleans,LA,Jackson,MS,7/13/2025,7/13/2025,1638,Flatbed,On Time,2888.28,3729.77,241.74,104
SHP0807,"Robertson, Baker and Ferguson",Dallas,TX,Memphis,TN,4/18/2025,4/18/2025,429,Flatbed,On Time,673.63,844.26,68.50,28
SHP0808,Lee Inc,Gulfport,MS,Birmingham,AL,5/30/2025,5/30/2025,1190,Refrigerated,On Time,2074.44,2679.98,208.54,90
SHP0809,"Smith, Cunningham and Sanchez",Greensboro,NC,Shreveport,LA,4/20/2025,4/22/2025,1134,Refrigerated,On Time,1658.37,1950.21,190.25,78
SHP0810,"Thompson, Simon and Arnold",Hattiesburg,MS,Knoxville,TN,7/20/2025,7/20/2025,342,Flatbed,Delayed,467.07,609.99,60.59,37
SHP0811,Davis-Dalton,Knoxville,TN,Little Rock,AR,2/25/2025,2/25/2025,1971,Dry Van,On Time,3390.22,4331.59,265.91,83
SHP0812,Callahan-Allen,Charlotte,NC,San Antonio,TX,3/28/2025,3/31/2025,1698,Refrigerated,On Time,2467.88,2931.09,266.25,154
SHP0813,Cox Inc,Charlotte,NC,Greenville,SC,4/15/2025,4/15/2025,618,Refrigerated,On Time,976.58,1243.63,89.67,88
SHP0814,"Pena, Long and Bailey",Gulfport,MS,Miami,FL,3/24/2025,3/24/2025,1650,Dry Van,Cancelled,2405.06,2910.32,249.68,132
SHP0815,"Walker, Morton and Wallace",Dallas,TX,Charlotte,NC,3/30/2025,3/30/2025,1443,Dry Van,On Time,2016.77,2516.77,235.17,106
SHP0816,"Hendrix, Fritz and Carr",Augusta,GA,Charleston,SC,6/20/2025,6/25/2025,952,Dry Van,Cancelled,1322.68,1747.64,130.20,68
SHP0817,West PLC,Miami,FL,Charleston,SC,6/5/2025,6/5/2025,867,Flatbed,On Time,1114.46,1522.91,124.33,68
SHP0818,"Hill, Hernandez and Brown",Birmingham,AL,Hattiesburg,MS,5/4/2025,5/4/2025,1421,Dry Van,On Time,1760.72,2153.19,249.59,76
SHP0819,"Hamilton, Floyd and Simmons",Savannah,GA,Miami,FL,5/28/2025,5/28/2025,1447,Dry Van,On Time,1859.87,2169.71,193.33,98
SHP0820,"Mason, King and Moreno",Atlanta,GA,Greenville,SC,5/4/2025,5/4/2025,1190,Flatbed,Delayed,2004.84,2344.22,207.29,39
SHP0821,"Fields, Mcclain and Hill",Little Rock,AR,Houston,TX,7/2/2025,7/2/2025,614,Refrigerated,On Time,892.15,1186.84,90.72,84
SHP0822,Turner PLC,Columbia,SC,Houston,TX,4/18/2025,4/18/2025,1775,Flatbed,Delayed,2906.64,3359.00,256.61,107
SHP0823,Nguyen-West,Hattiesburg,MS,New Orleans,LA,5/20/2025,5/20/2025,155,Refrigerated,Delayed,253.28,292.55,21.92,17
SHP0824,"Eaton, Miller and Moore",Shreveport,LA,Raleigh,NC,8/7/2025,8/11/2025,831,Flatbed,Delayed,1311.92,1551.06,142.02,58
SHP0825,"Kim, Bradley and Sanchez",Shreveport,LA,Fort Smith,AR,2/24/2025,2/24/2025,1495,Dry Van,On Time,2024.24,2509.38,241.65,209
SHP0826,Farmer Ltd,Fort Smith,AR,Dallas,TX,7/16/2025,7/16/2025,1853,Flatbed,On Time,2885.57,3488.67,278.83,61
SHP0827,Barnett PLC,San Antonio,TX,Augusta,GA,2/22/2025,2/22/2025,858,Flatbed,On Time,1179.40,1615.97,134.37,26
SHP0828,"Diaz, Davis and White",Miami,FL,Augusta,GA,6/12/2025,6/12/2025,1860,Refrigerated,Delayed,2960.95,4095.14,281.62,214
SHP0829,Smith PLC,Jackson,MS,Tampa,FL,3/27/2025,3/27/2025,1112,Flatbed,On Time,1734.40,2081.80,159.57,128
SHP0830,Beck Inc,Miami,FL,Columbia,SC,3/12/2025,3/14/2025,170,Dry Van,On Time,212.10,276.66,29.59,24
SHP0831,Robertson-Finley,Memphis,TN,Jackson,MS,7/12/2025,7/12/2025,1294,Refrigerated,On Time,1819.39,2281.57,194.36,174
SHP0832,Brown Inc,Greenville,SC,Fort Smith,AR,6/26/2025,6/26/2025,1537,Flatbed,On Time,2024.74,2731.72,218.92,110
SHP0833,Hoffman Ltd,Dallas,TX,Shreveport,LA,8/9/2025,8/9/2025,1053,Flatbed,On Time,1543.29,2024.86,166.08,106
SHP0834,"Barber, Harrington and Novak",Orlando,FL,San Antonio,TX,2/15/2025,2/15/2025,1155,Flatbed,On Time,1508.14,1909.15,179.20,71
SHP0835,"Deleon, Clements and Vasquez",Baton Rouge,LA,Greenville,SC,4/8/2025,4/8/2025,219,Dry Van,Delayed,301.23,374.37,31.42,30
SHP0836,Roberts PLC,New Orleans,LA,Houston,TX,4/29/2025,4/29/2025,290,Flatbed,On Time,472.05,618.67,50.13,29
SHP0837,Montoya-Lowery,Houston,TX,Gulfport,MS,5/15/2025,5/17/2025,464,Refrigerated,On Time,638.27,857.83,78.61,18
SHP0838,Holland-Schmitt,Fort Smith,AR,Hattiesburg,MS,3/6/2025,3/6/2025,1552,Refrigerated,On Time,2114.04,2615.13,224.62,73
SHP0839,Martin-Miller,Gulfport,MS,Raleigh,NC,6/27/2025,6/27/2025,497,Flatbed,On Time,620.64,772.32,70.07,67
SHP0840,Cox PLC,Dallas,TX,Charlotte,NC,4/27/2025,4/27/2025,1910,Flatbed,On Time,3239.56,4064.19,261.23,189
SHP0841,"Weaver, Peterson and Torres",Knoxville,TN,Savannah,GA,5/24/2025,5/24/2025,1167,Refrigerated,On Time,1947.97,2322.18,157.66,92
SHP0842,"Davis, Snyder and Gallagher",Knoxville,TN,Little Rock,AR,2/14/2025,2/14/2025,922,Refrigerated,On Time,1313.03,1745.35,135.44,136
SHP0843,Lowe PLC,Charleston,SC,Jackson,MS,7/1/2025,7/1/2025,1391,Refrigerated,Delayed,2472.35,2856.20,243.85,59
SHP0844,"Moore, Golden and Garcia",San Antonio,TX,Charlotte,NC,4/20/2025,4/20/2025,1683,Dry Van,Delayed,2993.84,3483.94,232.73,142
SHP0845,"Howard, Kim and Gonzalez",Charlotte,NC,Orlando,FL,8/8/2025,8/8/2025,1977,Flatbed,On Time,2626.74,3402.16,267.11,199
SHP0846,Banks-Fitzpatrick,Birmingham,AL,Memphis,TN,3/3/2025,3/3/2025,1349,Dry Van,Cancelled,1884.37,2583.59,185.49,62
SHP0847,Dunn PLC,Shreveport,LA,Raleigh,NC,8/6/2025,8/9/2025,1285,Dry Van,On Time,1786.71,2300.48,226.01,140
SHP0848,"Ramirez, Melendez and Bradshaw",Mobile,AL,Gulfport,MS,3/1/2025,3/1/2025,326,Dry Van,Delayed,515.92,612.45,58.10,13
SHP0849,Cole-Carrillo,Augusta,GA,Birmingham,AL,4/5/2025,4/5/2025,491,Refrigerated,Delayed,739.93,940.84,86.47,17
SHP0850,Munoz Ltd,Nashville,TN,San Antonio,TX,4/28/2025,5/2/2025,243,Dry Van,On Time,340.53,454.05,39.72,32
SHP0851,Andrews Group,Raleigh,NC,Birmingham,AL,2/24/2025,3/1/2025,1742,Dry Van,On Time,2365.29,3073.06,239.93,52
SHP0852,Duke and Sons,Gulfport,MS,Knoxville,TN,3/19/2025,3/19/2025,1746,Dry Van,Delayed,2472.02,3138.93,266.94,175
SHP0853,"Bullock, Goodwin and Tran",Greensboro,NC,Little Rock,AR,3/11/2025,3/11/2025,1929,Flatbed,On Time,2569.69,3053.00,302.79,203
SHP0854,Cortez-Maldonado,Shreveport,LA,Hattiesburg,MS,3/5/2025,3/5/2025,329,Dry Van,On Time,554.39,766.89,49.39,49
SHP0855,"Johnson, Rivera and Henry",Miami,FL,Atlanta,GA,2/25/2025,2/25/2025,516,Dry Van,On Time,849.96,1182.97,90.12,14
SHP0856,"Watson, Warren and Berry",Jackson,MS,Dallas,TX,3/9/2025,3/9/2025,1043,Dry Van,Delayed,1396.32,1652.33,162.92,44
SHP0857,"Riley, Barnes and Gould",Atlanta,GA,Tampa,FL,8/5/2025,8/5/2025,1862,Dry Van,On Time,2998.75,3724.46,278.76,75
SHP0858,Smith-Martinez,Houston,TX,Gulfport,MS,4/5/2025,4/8/2025,687,Dry Van,On Time,1108.86,1447.56,97.37,83
SHP0859,"Ali, Levine and Mendoza",Greenville,SC,Shreveport,LA,4/19/2025,4/19/2025,1390,Dry Van,On Time,2344.62,2698.84,220.85,51
SHP0860,Lawson PLC,San Antonio,TX,Fort Smith,AR,5/16/2025,5/16/2025,987,Refrigerated,On Time,1544.43,2017.57,131.83,105
SHP0861,Hoover-Jones,Orlando,FL,Nashville,TN,5/1/2025,5/4/2025,1477,Dry Van,On Time,2046.95,2546.22,218.39,141
SHP0862,"Williams, Matthews and Richardson",Fort Smith,AR,New Orleans,LA,8/6/2025,8/6/2025,1472,Flatbed,On Time,2045.06,2614.06,216.80,133
SHP0863,Nelson-Wright,Charlotte,NC,Nashville,TN,6/12/2025,6/12/2025,899,Dry Van,Delayed,1221.57,1541.28,131.72,33
SHP0864,Jefferson-Trevino,Jackson,MS,Shreveport,LA,5/10/2025,5/10/2025,1276,Flatbed,On Time,2268.92,2651.84,210.84,161
SHP0865,"Taylor, Davis and Brown",Fort Smith,AR,Hattiesburg,MS,7/4/2025,7/8/2025,566,Dry Van,On Time,682.21,853.87,78.07,45
SHP0866,Wallace-Martinez,Birmingham,AL,Nashville,TN,7/12/2025,7/12/2025,1734,Refrigerated,On Time,2205.23,2905.18,256.06,168
SHP0867,"Evans, Marshall and Anderson",Raleigh,NC,Tampa,FL,5/19/2025,5/19/2025,1440,Refrigerated,On Time,1894.23,2461.63,235.74,41
SHP0868,Montgomery Ltd,Nashville,TN,Fort Smith,AR,6/12/2025,6/12/2025,360,Refrigerated,On Time,638.99,868.91,63.74,13
SHP0869,Mueller LLC,Montgomery,AL,Fayetteville,AR,7/7/2025,7/10/2025,1992,Flatbed,On Time,2639.26,3083.93,282.82,242
SHP0870,Wallace Inc,Mobile,AL,Shreveport,LA,7/1/2025,7/1/2025,489,Flatbed,On Time,829.64,1085.80,85.48,72
SHP0871,Mclean-Estrada,Montgomery,AL,Raleigh,NC,7/16/2025,7/16/2025,1573,Dry Van,On Time,2808.61,3236.43,248.04,65
SHP0872,Lucas PLC,Shreveport,LA,Houston,TX,5/7/2025,5/7/2025,316,Dry Van,On Time,428.24,584.21,55.78,29
SHP0873,Rodriguez-Henderson,San Antonio,TX,Miami,FL,2/16/2025,2/16/2025,1665,Dry Van,On Time,2503.66,2988.05,240.46,157
SHP0874,Garcia PLC,Fort Smith,AR,Greenville,SC,4/9/2025,4/9/2025,1853,Dry Van,Cancelled,2395.01,2759.48,263.43,266
SHP0875,"King, May and Perry",Charlotte,NC,Charleston,SC,4/9/2025,4/9/2025,1697,Refrigerated,On Time,2492.40,3450.80,304.85,93
SHP0876,"Davis, Washington and Brown",Nashville,TN,Gulfport,MS,4/2/2025,4/2/2025,756,Flatbed,On Time,909.05,1146.97,113.29,82
SHP0877,Clark Inc,Augusta,GA,Memphis,TN,5/30/2025,5/30/2025,717,Dry Van,On Time,1202.39,1549.98,120.36,31
SHP0878,Schultz Group,Charleston,SC,Birmingham,AL,3/11/2025,3/11/2025,1989,Refrigerated,Delayed,2980.98,4133.04,297.48,255
SHP0879,Smith Ltd,Houston,TX,Jackson,MS,7/16/2025,7/16/2025,274,Refrigerated,On Time,491.83,584.19,46.15,26
SHP0880,"Richardson, Hamilton and Bowman",Shreveport,LA,Memphis,TN,7/22/2025,7/22/2025,512,Refrigerated,On Time,888.81,1171.54,73.77,64
SHP0881,Farley-Lopez,Gulfport,MS,Montgomery,AL,5/27/2025,5/31/2025,1266,Refrigerated,On Time,1627.94,1935.24,222.72,170
SHP0882,Davis-Anderson,Memphis,TN,Tampa,FL,7/3/2025,7/3/2025,278,Flatbed,On Time,490.29,604.61,44.02,34
SHP0883,Jacobson and Sons,Greensboro,NC,Fayetteville,AR,3/11/2025,3/11/2025,1772,Dry Van,On Time,2976.34,3614.33,289.04,146
SHP0884,"Schneider, Wilson and Thomas",New Orleans,LA,Gulfport,MS,5/9/2025,5/9/2025,869,Refrigerated,On Time,1196.26,1377.75,119.50,93
SHP0885,"Gray, Park and Kent",Hattiesburg,MS,Raleigh,NC,3/26/2025,3/26/2025,1520,Flatbed,On Time,1922.74,2683.25,233.33,128
SHP0886,White LLC,Miami,FL,Atlanta,GA,3/11/2025,3/11/2025,1694,Refrigerated,Cancelled,2929.98,4072.19,269.99,157
SHP0887,"Mitchell, Taylor and Howard",Shreveport,LA,Hattiesburg,MS,3/1/2025,3/1/2025,181,Dry Van,On Time,273.58,333.94,29.15,13
SHP0888,"Moore, Baker and Griffin",Fort Smith,AR,Charlotte,NC,4/10/2025,4/10/2025,267,Refrigerated,On Time,464.38,618.90,44.26,30
SHP0889,Flores and Sons,Greenville,SC,Raleigh,NC,7/5/2025,7/5/2025,715,Flatbed,On Time,1078.23,1300.80,96.83,48
SHP0890,Holmes-Hopkins,Memphis,TN,Mobile,AL,6/1/2025,6/1/2025,164,Flatbed,On Time,215.34,275.75,25.01,24
SHP0891,"Gonzalez, Dominguez and Rodriguez",Shreveport,LA,Atlanta,GA,3/20/2025,3/20/2025,1062,Dry Van,Delayed,1812.83,2257.50,192.26,108
SHP0892,"Hart, Hart and Duran",San Antonio,TX,Hattiesburg,MS,6/4/2025,6/4/2025,1292,Dry Van,On Time,1607.87,1881.68,204.16,188
SHP0893,Lynn LLC,Houston,TX,Gulfport,MS,6/21/2025,6/21/2025,907,Flatbed,Delayed,1534.21,2017.47,151.03,89
SHP0894,"Gibson, Chen and Calderon",Gulfport,MS,Raleigh,NC,2/18/2025,2/18/2025,698,Refrigerated,On Time,928.42,1277.89,108.29,33
SHP0895,Bell Group,Fort Smith,AR,Houston,TX,2/26/2025,2/26/2025,150,Refrigerated,On Time,181.21,228.80,22.46,7
SHP0896,Chase Inc,Birmingham,AL,Miami,FL,6/13/2025,6/13/2025,1465,Refrigerated,Delayed,2625.99,3413.80,242.07,64
SHP0897,"Wilson, Rios and Hall",Fort Smith,AR,Hattiesburg,MS,3/17/2025,3/17/2025,1777,Refrigerated,On Time,2758.95,3405.59,252.71,145
SHP0898,"Williams, Taylor and Hurst",Memphis,TN,Mobile,AL,5/3/2025,5/3/2025,988,Dry Van,On Time,1286.05,1650.15,154.33,62
SHP0899,"Ellis, Yu and Sanford",Montgomery,AL,Raleigh,NC,8/7/2025,8/7/2025,1142,Flatbed,On Time,1747.65,2400.13,160.03,38
SHP0900,Greer LLC,Fayetteville,AR,Gulfport,MS,6/13/2025,6/13/2025,1211,Refrigerated,On Time,1755.18,2268.45,176.21,93
SHP0901,Ochoa-Smith,Baton Rouge,LA,Dallas,TX,7/6/2025,7/6/2025,884,Refrigerated,On Time,1455.36,1937.62,153.79,109
